@relation 'KDDTest21U2R-weka.filters.unsupervised.attribute.Remove-R2-3,5,8,12,15-18,20,22-28,31-32,34-38'
@attribute 'duration' real
@attribute 'land' {0,1}
@attribute 'urgent' real
@attribute 'hot' real
@attribute 'logged_in' {0,1}
@attribute 'num_compromised' real
@attribute 'root_shell' real
@attribute 'num_root' real
@attribute 'num_file_creations' real
@attribute 'is_guest_login' {0,1}
@attribute 'srv_count' real
@attribute 'dst_host_count' real
@attribute 'dst_host_srv_count' real
@attribute 'dst_host_same_src_port_rate' real
@attribute 'protocol_type' {1,2,3}
@attribute 'service' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute 'flag' {1,2,3,4,5,6,7,8,9,10,11}
@attribute 'xAttack' {0,1}
@data
0,0,0,0,0,0,0,0,0,0,1,6,1,0.17,1,20,2,0
0,0,0,0,0,0,0,0,0,0,2,255,243,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,223,255,255,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,4,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,183,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,255,28,0,1,45,1,1
0,0,0,0,0,0,0,0,0,0,128,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,118,17,0.01,1,45,1,1
0,0,0,0,0,0,0,0,0,0,3,102,102,1,2,16,2,0
0,0,0,0,0,0,0,0,0,0,105,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,505,255,255,1,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,255,1,0,1,19,2,0
3,0,0,0,0,0,0,0,0,0,2,181,2,0.96,1,50,3,0
0,0,0,0,0,0,0,0,0,0,316,243,220,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,190,188,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,151,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,207,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,293,255,255,0.99,3,50,2,0
0,0,0,0,0,0,0,0,0,0,427,255,255,0.96,3,50,2,0
0,0,0,0,0,0,0,0,0,0,157,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,3,255,224,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,210,255,224,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,13,255,254,0.05,3,50,2,0
0,0,0,0,0,0,0,0,0,0,206,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,4,255,236,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,481,255,255,0.94,3,50,2,0
0,0,0,0,1,0,0,0,0,0,1,255,15,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,333,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,2,255,2,0.02,3,50,2,0
182,0,0,0,1,0,0,0,0,0,2,255,144,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,217,255,254,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,225,255,255,0,3,12,2,0
1,0,0,0,1,0,0,0,0,0,3,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,255,192,0.01,1,55,2,0
0,0,0,0,0,0,0,0,0,0,217,255,255,0,3,12,2,0
1,0,0,0,0,0,0,0,0,0,1,138,14,0.01,1,20,2,0
0,0,0,0,0,0,0,0,0,0,2,255,254,0.02,3,50,2,0
0,0,0,0,0,0,0,0,0,0,2,255,2,1,3,50,2,0
0,0,0,0,0,0,0,0,0,0,3,134,145,0.18,2,15,2,0
1,0,0,0,1,0,0,0,0,0,1,255,196,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,510,255,255,0.86,3,50,2,0
0,0,0,0,0,0,0,0,0,0,12,255,19,1,3,50,2,0
0,0,0,0,0,0,0,0,0,0,234,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,164,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,255,252,0,3,50,2,0
0,0,0,0,1,0,0,0,0,0,19,255,233,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,216,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.89,3,50,2,0
0,0,0,0,0,0,0,0,0,0,221,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,129,255,254,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,5,255,230,0,1,25,2,0
32,0,0,30,1,0,0,0,0,1,1,72,17,0.01,1,20,2,0
0,0,0,0,0,0,0,0,0,0,2,225,224,0,3,50,2,0
0,0,0,0,0,0,0,0,0,0,4,255,4,0.38,3,50,2,0
0,0,0,0,0,0,0,0,0,0,216,255,255,0.84,3,50,2,0
0,0,0,0,0,0,0,0,0,0,200,255,255,0,3,12,2,0
198,0,0,2,1,6,1,4,0,0,1,255,1,0,1,61,2,1
0,0,0,0,0,0,0,0,0,0,107,255,255,0.6,3,50,2,0
0,0,0,0,0,0,0,0,0,0,2,255,254,0,3,50,2,0
0,0,0,0,0,0,0,0,0,0,223,255,248,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,204,255,255,0.01,3,12,2,0
297,0,0,0,1,0,0,0,0,0,7,255,67,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,2,255,253,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.8,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,87,9,0.01,1,45,1,1
0,0,0,0,0,0,0,0,0,0,1,255,1,0.94,1,45,5,0
0,0,0,0,0,0,0,0,0,0,503,255,255,0.82,3,50,2,0
0,0,0,0,0,0,0,0,0,0,3,255,3,0.97,3,50,2,0
0,0,0,0,1,0,0,0,0,0,1,255,65,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,507,255,255,0.83,3,50,2,0
0,0,0,0,0,0,0,0,0,0,162,255,227,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,2,255,225,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,226,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,255,50,0.2,1,20,2,1
0,0,0,0,0,0,0,0,0,0,189,255,255,0.93,3,50,2,0
0,0,0,0,0,0,0,0,0,0,3,117,145,0.06,2,15,2,0
0,0,0,0,0,0,0,0,0,0,171,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,9,255,231,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,508,255,255,1,3,50,2,0
0,0,0,0,0,0,0,0,0,0,128,255,255,0.5,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,178,39,0.22,1,20,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.83,3,50,2,0
1,0,0,0,1,0,0,0,0,0,1,255,16,0,1,55,2,0
1,0,0,0,1,0,0,0,0,0,1,255,16,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,445,255,255,1,3,50,2,0
0,0,0,0,0,0,0,0,0,0,3,255,9,0.04,2,15,2,0
0,0,0,0,0,0,0,0,0,0,1,255,254,0.02,3,50,2,0
0,0,0,0,0,0,0,0,0,0,508,255,255,1,3,50,2,0
0,0,0,0,1,0,0,0,0,0,2,255,28,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,2,255,2,1,3,50,2,0
0,0,0,0,0,0,0,0,0,0,130,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,2,47,12,0.26,1,20,2,0
0,0,0,0,0,0,0,0,0,0,5,255,254,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,2,255,2,0.71,3,50,2,0
6,0,0,0,0,0,0,0,0,0,2,255,13,0.05,1,20,2,0
0,0,0,0,0,0,0,0,0,0,309,255,255,0.93,3,50,2,0
0,0,0,0,0,0,0,0,0,0,2,255,253,0,3,50,2,0
92,0,0,6,1,8,1,2,0,0,1,146,19,0.01,1,61,2,1
0,0,0,0,0,0,0,0,0,0,10,255,21,0.61,3,50,2,0
0,0,0,0,0,0,0,0,0,0,148,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.89,3,50,2,0
0,0,0,0,0,0,0,0,0,0,16,4,5,0.75,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,255,253,0.02,3,50,2,0
0,0,0,0,0,0,0,0,0,0,2,255,7,0,1,25,1,0
0,0,0,0,0,0,0,0,0,0,318,255,255,0.93,3,50,2,0
0,0,0,0,0,0,0,0,0,0,4,255,255,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,119,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,156,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,2,255,255,0.02,3,50,2,0
426,0,0,0,0,0,0,0,0,0,1,42,1,0.02,1,45,2,1
0,0,0,0,0,0,0,0,0,0,508,255,255,0.82,3,50,2,0
0,0,0,0,1,0,0,0,0,0,17,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,31,8,243,0.12,1,25,2,0
0,0,0,0,0,0,0,0,0,0,301,228,205,0.58,3,12,2,0
0,0,0,0,0,0,0,0,0,0,19,255,176,0.69,1,20,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.95,3,50,2,0
0,0,0,0,0,0,0,0,0,0,233,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,3,255,253,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,255,7,0,1,45,1,1
0,0,0,0,0,0,0,0,0,0,227,255,233,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,131,97,0.54,1,20,2,1
0,0,0,0,1,0,0,0,0,0,4,255,229,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,297,255,255,0.93,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,255,12,0,1,45,1,1
0,0,0,0,0,0,0,0,0,0,1,255,26,0,1,45,1,1
20,0,0,4,1,0,0,0,0,1,1,171,73,0.01,1,20,2,0
0,0,0,0,0,0,0,0,0,0,3,255,255,0.01,3,50,2,0
0,0,0,0,1,0,0,0,0,0,11,11,153,0.09,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,255,7,0,1,25,1,0
0,0,0,0,0,0,0,0,0,0,61,86,61,0.71,3,50,2,0
0,0,0,0,0,0,0,0,0,0,68,255,255,0.26,3,50,2,0
0,0,0,0,0,0,0,0,0,0,151,255,245,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.92,3,50,2,0
54,0,2,1,1,25,1,2,0,0,1,95,96,0.01,1,61,2,1
0,0,0,0,0,0,0,0,0,0,16,255,22,0.09,1,20,2,0
0,0,0,0,0,0,0,0,0,0,1,255,19,0,1,45,1,1
0,0,0,0,0,0,0,0,0,0,511,255,255,0.95,3,50,2,0
0,0,0,0,0,0,0,0,0,0,186,255,255,0.01,3,12,2,0
3,0,0,0,0,0,0,0,0,0,2,140,2,0.95,1,50,5,0
0,0,0,0,0,0,0,0,0,0,185,255,253,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,255,5,0,1,25,1,0
0,0,0,0,0,0,0,0,0,0,511,255,255,1,3,50,2,0
0,0,0,0,0,0,0,0,0,0,192,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,3,37,37,1,2,16,2,0
0,0,0,0,0,0,0,0,0,0,223,255,255,0.86,3,50,2,0
0,0,0,0,0,0,0,0,0,0,146,255,254,0.01,3,12,2,0
0,0,0,0,1,0,0,0,0,0,1,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,149,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,507,255,255,0.83,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,251,249,0,3,50,2,0
1,0,0,0,0,0,0,0,0,0,2,255,12,0.05,1,20,2,0
0,0,0,0,0,0,0,0,0,0,202,255,255,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,10,255,229,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,156,9,0.01,1,19,2,0
0,0,0,0,0,0,0,0,0,0,510,255,255,0.87,3,50,2,0
0,0,0,0,1,0,0,0,0,0,1,161,186,0.01,1,55,2,0
0,0,0,0,0,0,0,0,0,0,1,91,90,0.01,3,50,2,0
4560,0,0,0,0,0,0,0,0,0,1,82,16,0.01,1,1,3,0
0,0,0,0,0,0,0,0,0,0,3,255,235,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,114,24,0.18,1,20,2,0
0,0,0,0,0,0,0,0,0,0,63,255,63,0.25,3,50,2,0
0,0,0,0,0,0,0,0,0,0,171,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.87,3,50,2,0
0,0,0,0,1,0,0,0,0,0,1,198,198,0.01,1,55,2,0
0,0,0,0,0,0,0,0,0,0,216,255,229,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,118,255,254,0.46,3,50,2,0
1,0,0,0,1,0,0,0,0,0,1,1,93,1,1,55,2,0
0,0,0,0,0,0,0,0,0,0,333,255,255,0.99,3,50,2,0
69,0,0,6,1,36,1,31,0,0,1,120,28,0.01,1,61,2,1
0,0,0,0,0,0,0,0,0,0,13,255,163,0.64,1,20,2,0
8,0,0,4,1,0,0,0,4,0,1,53,27,0.02,1,20,2,1
0,0,0,0,0,0,0,0,0,0,107,255,254,0.42,3,50,2,0
0,0,0,0,0,0,0,0,0,0,21,255,116,0.45,1,20,2,0
0,0,0,0,0,0,0,0,0,0,510,255,255,0.87,3,50,2,0
0,0,0,0,0,0,0,0,0,0,152,253,223,0.02,3,12,2,0
12931,0,0,0,1,611,1,684,0,0,1,29,5,0.03,1,61,2,0
0,0,0,0,0,0,0,0,0,0,2,22,2,0.09,3,50,2,0
0,0,0,0,0,0,0,0,0,0,14,255,14,0.2,3,50,2,0
0,0,0,0,0,0,0,0,0,0,201,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,255,23,0,1,25,1,0
0,0,0,0,0,0,0,0,0,0,196,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.96,3,50,2,0
0,0,0,0,0,0,0,0,0,0,164,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,3,255,3,1,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,255,252,0,1,25,1,0
0,0,0,0,0,0,0,0,0,0,3,48,48,1,2,16,2,0
0,0,0,0,0,0,0,0,0,0,2,161,82,0.51,1,20,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.85,3,50,2,0
0,0,0,0,0,0,0,0,0,0,509,255,255,1,3,50,2,0
0,0,0,0,1,0,0,0,0,0,6,255,240,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,17,159,97,0.61,1,20,2,0
0,0,0,0,0,0,0,0,0,0,2,13,13,0.08,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,61,8,0.02,1,45,1,1
0,0,0,0,0,0,0,0,0,0,1,255,4,0.02,3,44,2,0
53771,0,0,0,1,0,0,0,0,0,1,51,16,0.02,1,61,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.89,3,50,2,0
0,0,0,0,0,0,0,0,0,0,308,255,255,0.93,3,50,2,0
73,0,2,1,1,1,1,0,0,0,1,9,6,0.11,1,61,2,1
0,0,0,0,0,0,0,0,0,0,1,255,14,0,1,45,1,1
0,0,0,0,0,0,0,0,0,0,34,255,255,0.15,3,50,2,0
0,0,0,0,0,0,0,0,0,0,190,191,137,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,6,255,6,1,3,45,2,0
0,0,0,0,0,0,0,0,0,0,142,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,200,201,147,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,93,255,93,0.36,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,255,5,0,1,25,1,0
0,0,0,0,0,0,0,0,0,0,306,233,210,0.59,3,12,2,0
0,0,0,0,1,0,0,0,0,0,23,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,2,255,2,0.92,3,45,2,0
0,0,0,0,0,0,0,0,0,0,155,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,122,255,253,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,255,254,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.87,3,50,2,0
0,0,0,0,0,0,0,0,0,0,199,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,112,255,227,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,3,24,253,0.04,1,25,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.84,3,50,2,0
0,0,0,0,0,0,0,0,0,0,2,255,2,0.82,3,50,2,0
0,0,0,0,0,0,0,0,0,0,174,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,155,31,0.2,1,20,2,0
0,0,0,0,0,0,0,0,0,0,212,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,1,3,50,2,0
0,0,0,0,0,0,0,0,0,0,235,251,179,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,2,255,254,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,197,255,255,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.83,3,50,2,0
0,0,0,0,0,0,0,0,0,0,4,2,14,1,2,16,2,0
0,0,0,0,0,0,0,0,0,0,1,255,1,0.63,1,45,5,0
0,0,0,0,0,0,0,0,0,0,505,255,255,1,3,50,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.85,3,50,2,0
0,0,0,0,0,0,0,0,0,0,4,255,254,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,255,22,0,1,45,1,1
35,0,0,0,1,0,0,0,0,0,1,255,79,0,1,61,2,0
0,0,0,0,0,0,0,0,0,0,1,84,7,0.01,1,45,1,1
0,0,0,0,0,0,0,0,0,0,171,255,254,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,2,121,15,0.02,1,20,2,0
1,0,0,0,1,0,0,0,0,0,2,73,160,0.01,1,55,8,0
0,0,0,0,0,0,0,0,0,0,1,75,74,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.86,3,50,2,0
1,0,0,0,1,0,0,0,0,0,5,255,4,0,1,55,2,0
6,0,0,0,1,0,0,0,0,0,1,25,19,0.04,1,20,2,1
0,0,0,0,0,0,0,0,0,0,3,142,145,0.23,2,15,2,0
0,0,0,0,0,0,0,0,0,0,1,255,11,0,1,45,2,1
0,0,0,0,0,0,0,0,0,0,1,255,42,0,1,45,1,1
0,0,0,0,0,0,0,0,0,0,380,255,255,0.93,3,50,2,0
0,0,0,0,0,0,0,0,0,0,5,255,5,0.88,3,50,2,0
0,0,0,0,0,0,0,0,0,0,162,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,146,255,254,0.57,3,50,2,0
49,0,0,0,1,1,0,0,0,0,1,109,87,0.01,1,61,2,0
0,0,0,0,0,0,0,0,0,0,1,78,3,0.01,1,45,1,1
0,0,0,0,0,0,0,0,0,0,35,255,254,0.13,3,50,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.94,3,50,2,0
0,0,0,0,1,0,0,0,0,0,2,255,247,0,1,55,2,0
0,0,0,0,1,0,0,0,0,0,2,2,2,0.5,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,255,194,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,170,255,252,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,3,255,226,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,2,79,4,0.05,1,20,2,0
0,0,0,0,0,0,0,0,0,0,3,255,3,1,3,45,2,0
0,0,0,0,0,0,0,0,0,0,192,255,229,0.01,3,12,2,0
136,0,0,0,1,0,0,0,0,0,1,255,240,0,1,25,8,0
0,0,0,0,0,0,0,0,0,0,140,255,255,0.55,3,50,2,0
0,0,0,0,1,0,0,0,0,0,23,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,151,255,254,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,3,255,5,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,170,255,254,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,6,255,6,0.21,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,39,7,0.18,3,12,2,0
1,0,0,0,0,0,0,0,0,0,2,255,9,0,1,5,2,0
0,0,0,0,0,0,0,0,0,0,3,255,255,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,255,253,0,3,50,2,0
0,0,0,0,0,0,0,0,0,0,509,255,255,0.96,3,50,2,0
0,0,0,0,0,0,0,0,0,0,11,255,11,0.31,3,50,2,0
0,0,0,0,0,0,0,0,0,0,216,255,255,0.84,3,50,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.84,3,50,2,0
0,0,0,0,0,0,0,0,0,0,3,56,56,1,2,16,2,0
0,0,0,0,0,0,0,0,0,0,203,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,255,10,0,1,45,1,1
0,0,0,0,0,0,0,0,0,0,511,255,255,0.89,3,50,2,0
0,0,0,0,0,0,0,0,0,0,508,255,255,0.8,3,50,2,0
0,0,0,0,1,0,0,0,0,0,5,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,255,254,0,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,155,155,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,72,92,72,0.78,3,50,2,0
0,0,0,0,0,0,0,0,0,0,507,255,255,0.83,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,255,251,0,3,50,2,0
0,0,0,0,0,0,0,0,0,0,210,255,254,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,255,4,0,1,45,1,1
0,0,0,0,0,0,0,0,0,0,180,181,127,0.01,3,12,2,0
0,0,0,0,1,0,0,0,0,0,1,255,255,0,1,25,9,0
0,0,0,0,1,0,0,0,0,0,4,11,255,0.09,1,25,2,0
5,0,0,1,1,0,0,0,1,0,1,247,90,0,1,20,2,1
0,0,0,0,0,0,0,0,0,0,169,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,12,255,12,0.05,2,16,2,0
0,0,0,0,0,0,0,0,0,0,3,138,4,0.03,2,16,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,1,3,50,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,0.83,3,50,2,0
0,0,0,0,0,0,0,0,0,0,3,255,3,0.01,2,16,2,0
0,0,0,0,0,0,0,0,0,0,511,255,255,1,3,50,2,0
0,0,0,0,1,0,0,0,0,0,1,255,25,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,1,255,254,0.02,3,50,2,0
30,0,0,30,1,0,0,0,0,1,1,85,16,0.01,1,20,2,0
0,0,0,0,0,0,0,0,0,0,1,255,11,0,1,45,1,1
0,0,0,0,0,0,0,0,0,0,198,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,255,3,0,1,55,1,0
9645,0,0,0,1,2,0,0,0,0,1,125,19,0.01,1,61,2,0
0,0,0,0,0,0,0,0,0,0,316,255,255,0.99,3,50,2,0
0,0,0,0,1,0,0,0,0,0,2,255,1,0,1,55,2,0
28,0,0,18,1,0,0,0,0,1,1,40,4,0.03,1,20,2,0
0,0,0,0,0,0,0,0,0,0,1,255,25,0,1,45,1,1
0,0,0,0,0,0,0,0,0,0,2,154,18,0.08,1,20,2,0
0,0,0,0,0,0,0,0,0,0,165,255,255,0.64,3,50,2,0
0,0,0,0,1,0,0,0,0,0,3,65,255,0.02,1,25,2,0
0,0,0,0,0,0,0,0,0,0,9,255,9,1,3,50,2,0
