@relation 'KDDTrain20U2R-weka.filters.unsupervised.attribute.Remove-R2-3,5,8,12,15-18,20,22-28,31-32,34-38'
@attribute 'duration' real
@attribute 'land' {0,1}
@attribute 'urgent' real
@attribute 'hot' real
@attribute 'logged_in' {0,1}
@attribute 'num_compromised' real
@attribute 'root_shell' real
@attribute 'num_root' real
@attribute 'num_file_creations' real
@attribute 'is_guest_login' {0,1}
@attribute 'srv_count' real
@attribute 'dst_host_count' real
@attribute 'dst_host_srv_count' real
@attribute 'dst_host_same_src_port_rate' real
@attribute 'protocol_type' {1,2,3}
@attribute 'service' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute 'flag' {1,2,3,4,5,6,7,8,9,10,11}
@attribute 'xAttack' {0,1}
@data
0,0,0,0,0,0,0,0,0,0,202,255,255,0.01,3,12,2,0
0,0,0,0,1,0,0,0,0,0,28,255,255,0,1,25,2,0
2,0,0,0,1,0,0,0,0,0,2,181,147,0.01,1,55,2,0
9052,0,0,0,0,0,0,0,0,0,2,255,2,0.99,3,45,2,0
0,0,0,0,1,0,0,0,0,0,11,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,44,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,10,131,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,42,26,255,0.04,1,25,2,0
0,0,0,0,0,0,0,0,0,0,120,255,245,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,75,122,212,0.88,3,12,2,0
0,0,0,0,0,0,0,0,0,0,228,255,255,0.01,3,12,2,0
0,0,0,0,1,0,0,0,0,0,2,175,48,0.25,1,20,2,0
0,0,0,0,1,0,0,0,0,0,4,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,109,133,0.01,1,55,2,0
0,0,0,0,1,0,0,0,0,0,1,21,58,0.05,1,25,2,0
0,0,0,0,0,0,0,0,0,0,2,255,93,0.46,2,66,2,0
0,0,0,0,0,0,0,0,0,0,14,84,83,0.01,3,12,2,0
0,0,0,0,1,0,0,0,0,0,1,44,47,0.55,1,20,2,0
0,0,0,0,1,0,0,0,0,0,27,48,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,10,168,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,31,24,255,0.04,1,25,2,0
0,0,0,0,1,0,0,0,0,0,9,123,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,10,255,255,0,1,25,2,0
315,0,0,0,0,0,0,0,0,0,2,117,2,0.78,3,45,2,0
0,0,0,0,1,0,0,0,0,0,11,156,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,9,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,189,255,254,0.01,3,12,2,0
2,0,0,0,1,0,0,0,0,0,2,243,119,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,1,7,1,0.14,3,45,2,0
0,0,0,0,1,0,0,0,0,0,5,4,255,0.25,1,25,2,0
1082,0,0,0,0,0,0,0,0,0,2,255,2,0.86,3,45,2,0
0,0,0,0,0,0,0,0,0,0,32,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,66,255,0.02,1,25,2,0
0,0,0,0,0,0,0,0,0,0,2,1,247,1,1,25,1,0
0,0,0,0,1,0,0,0,0,0,3,153,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,43,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,15,242,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,3,10,255,0.1,1,25,2,0
0,0,0,0,1,0,0,0,0,0,21,21,255,0.05,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,23,249,0.04,1,25,1,0
0,0,0,0,1,0,0,0,0,0,7,255,252,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,255,152,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,1,6,255,0.17,1,25,1,0
0,0,0,0,1,0,0,0,0,0,1,3,255,0.33,1,25,2,0
0,0,0,0,1,0,0,0,0,0,5,107,255,0.01,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,255,239,0,3,50,2,0
0,0,0,0,1,0,0,0,0,0,6,6,255,0.17,1,25,2,0
0,0,0,0,1,0,0,0,0,0,7,107,255,0.01,1,25,2,0
240,0,0,0,1,0,0,0,0,0,10,255,250,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,195,10,0.01,1,19,2,0
0,0,0,0,0,0,0,0,0,0,178,255,254,0.01,3,12,2,0
1,0,0,0,1,0,0,0,1,0,1,138,167,0.01,1,55,2,0
0,0,0,0,0,0,0,0,0,0,159,255,254,0,3,12,2,0
26,0,0,5,1,0,0,0,0,1,1,176,49,0.01,1,20,2,0
0,0,0,0,1,0,0,0,0,0,2,2,2,0.5,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,5,255,0.2,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,255,1,0.97,3,45,2,0
0,0,0,0,1,0,0,0,0,0,4,94,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,9,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,8,108,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,3,50,82,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,11,255,0.09,1,25,2,0
0,0,0,0,1,0,0,0,0,0,3,31,129,0.03,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,27,255,0.04,1,25,2,0
0,0,0,0,0,0,0,0,0,0,277,255,254,0,3,12,2,0
0,0,0,0,1,0,0,9,0,0,1,6,92,0.83,1,20,2,0
0,0,0,0,1,0,0,0,0,0,4,83,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,185,119,0.5,1,20,2,0
0,0,0,0,0,0,0,0,0,0,302,255,253,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,2,255,6,0.02,1,20,2,0
7,0,0,0,0,0,0,0,0,0,1,196,6,0.01,1,19,2,0
0,0,0,0,1,0,0,0,0,0,6,94,255,0.01,1,25,2,0
0,0,0,0,0,0,0,0,0,0,2,99,68,0.32,1,20,2,0
0,0,0,0,1,0,0,0,0,0,12,69,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,7,18,19,0.06,1,25,2,0
0,0,0,0,0,0,0,0,0,0,3,118,195,0.01,1,25,1,0
0,0,0,0,0,0,0,0,0,0,1,247,247,1,2,16,2,0
1,0,0,0,1,0,0,0,0,0,2,89,117,0.01,1,55,2,0
0,0,0,0,0,0,0,0,0,0,1,201,5,0.02,1,20,2,0
0,0,0,0,1,0,0,0,0,0,1,163,69,0.01,1,55,2,0
0,0,0,0,1,0,0,0,0,0,2,255,100,0,1,55,2,0
0,0,0,0,1,0,0,0,0,0,21,172,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,10,32,255,0.03,1,25,2,0
0,0,0,0,1,0,0,0,0,0,34,44,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,7,11,28,0.09,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,205,50,0.19,1,20,2,0
0,0,0,0,1,0,0,0,0,0,6,41,52,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,5,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,6,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,17,202,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,255,20,0,1,55,2,0
0,0,0,0,1,0,0,0,0,0,1,214,166,0,1,55,2,0
0,0,0,0,1,0,0,0,0,0,1,28,104,0.04,1,55,2,0
0,0,0,0,1,0,0,0,0,0,1,16,255,0.06,1,25,2,0
0,0,0,0,1,0,0,0,0,0,5,255,240,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,4,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,3,128,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,23,37,255,0.03,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,34,255,0.03,1,25,2,0
1,0,0,0,1,0,0,0,0,0,3,193,185,0.01,1,55,2,0
0,0,0,0,1,0,0,0,0,0,11,39,255,0.03,1,25,2,0
0,0,0,0,1,0,0,0,0,0,7,29,255,0.03,1,25,2,0
0,0,0,0,1,0,0,0,0,0,34,101,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,8,255,44,0.17,1,20,2,0
0,0,0,0,1,0,0,0,0,0,2,2,2,0.5,1,25,2,0
20,0,0,0,1,0,0,0,0,0,3,255,157,0,1,55,2,0
0,0,0,0,1,0,0,0,0,0,6,38,255,0.03,1,25,2,0
0,0,0,0,0,0,0,0,0,0,2,255,16,0.06,2,66,2,0
0,0,0,0,0,0,0,0,0,0,173,255,232,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,235,12,0,1,19,2,0
0,0,0,0,1,0,0,0,0,0,2,75,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,10,73,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,5,212,187,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,28,255,255,0,1,25,2,0
18,0,0,0,0,0,0,0,0,0,1,117,1,0.01,1,61,2,0
0,0,0,0,1,0,0,0,0,0,16,64,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,230,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,39,137,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,6,13,255,0.08,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,27,129,0.04,1,55,2,0
0,0,0,0,1,0,0,0,0,0,12,230,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,4,5,255,0.2,1,25,2,0
0,0,0,0,1,0,0,0,0,0,35,127,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,6,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,106,156,0.01,1,55,2,0
0,0,0,0,1,0,0,0,0,0,3,255,255,0.01,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,7,255,0.14,1,25,1,0
0,0,0,0,0,0,0,0,0,0,225,255,255,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,1,1,255,1,1,25,2,0
0,0,0,0,1,0,0,0,0,0,8,45,255,0.02,1,25,2,0
409,0,0,0,1,2,0,0,0,0,1,251,113,0,1,61,2,0
0,0,0,0,1,0,0,0,0,0,12,255,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,44,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,11,88,0.36,1,20,2,0
0,0,0,0,1,0,0,0,0,0,31,77,255,0.01,1,25,2,0
0,0,0,0,0,0,0,0,0,0,6,255,245,0.01,3,12,2,0
0,0,0,0,1,0,0,0,0,0,15,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,212,43,0,1,20,3,0
0,0,0,0,1,0,0,0,0,0,18,18,255,0.06,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,2,255,0.5,1,25,2,0
0,0,0,0,1,0,0,0,0,0,11,211,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,7,32,255,0.03,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,255,1,0.95,3,45,2,0
0,0,0,0,0,0,0,0,0,0,1,53,38,0.25,1,20,2,0
0,0,0,0,1,0,0,0,0,0,7,255,255,0.01,1,25,2,0
0,0,0,0,0,0,0,0,0,0,2,160,101,0.01,1,55,4,0
0,0,0,0,1,0,0,0,0,0,4,54,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,255,81,0.31,1,20,2,0
0,0,0,0,1,0,0,0,0,0,60,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,19,107,255,0.01,1,25,2,0
0,0,0,0,0,0,0,0,0,0,2,255,239,0.01,3,50,2,0
1,0,0,0,1,0,0,0,0,0,2,202,154,0,1,55,2,0
0,0,0,0,1,0,0,0,0,0,1,255,11,0,1,55,2,0
0,0,0,0,1,0,0,0,0,0,9,255,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,22,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,8,255,36,0.14,3,12,2,0
0,0,0,0,0,0,0,0,0,0,197,255,234,0.01,3,12,2,0
0,0,0,0,1,0,0,0,0,0,9,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,14,142,255,0.01,1,25,2,0
1,0,0,0,1,0,0,0,0,0,3,128,164,0.01,1,55,2,0
0,0,0,0,1,0,0,0,0,0,10,69,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,11,66,255,0.02,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,42,23,0.55,3,44,2,0
0,0,0,0,1,0,0,0,0,0,5,14,255,0.07,1,25,2,0
0,0,0,0,0,0,0,0,0,0,8,255,16,0.06,2,66,2,0
0,0,0,0,0,0,0,0,0,0,1,8,38,0.12,1,25,1,0
0,0,0,0,1,0,0,0,0,0,19,57,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,7,159,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,9,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,8,58,255,0.02,1,25,2,0
0,0,0,0,0,0,0,0,0,0,2,6,2,0.33,1,20,2,0
0,0,0,0,1,0,0,0,0,0,1,246,64,0,1,55,2,0
0,0,0,0,1,0,0,0,0,0,18,62,255,0.02,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,12,255,0.08,1,25,1,0
0,0,0,0,1,0,0,0,0,0,6,106,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,3,59,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,3,250,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,9,28,255,0.04,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,49,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,5,187,255,0.01,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,247,247,1,2,15,2,0
0,0,0,0,1,0,0,0,0,0,8,1,255,1,1,25,2,0
0,0,0,0,0,0,0,0,0,0,4,67,171,1,3,12,2,0
0,0,0,0,0,0,0,0,0,0,188,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,6,55,0.17,1,25,1,0
0,0,0,0,1,0,0,0,0,0,21,12,255,0.08,1,25,2,0
0,0,0,0,0,0,0,0,0,0,139,255,166,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,7,255,255,0,1,25,2,0
1,0,0,0,1,0,0,0,0,0,1,126,104,0.01,1,55,2,0
0,0,0,0,1,0,0,0,0,0,8,36,255,0.03,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,255,1,0.88,3,45,2,0
0,0,0,0,0,0,0,0,0,0,1,25,25,0.04,1,64,2,0
0,0,0,0,1,0,0,0,0,0,26,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,76,24,0.17,1,20,2,0
0,0,0,0,0,0,0,0,0,0,157,255,242,0,3,12,2,0
7805,0,0,1,1,19,0,10,8,0,1,51,7,0.02,1,61,2,0
0,0,0,0,1,0,0,0,0,0,12,23,255,0.04,1,25,2,0
0,0,0,0,0,0,0,0,0,0,20,255,255,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,9,123,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,28,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,25,25,255,0.04,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,255,226,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,12,255,0.08,1,25,1,0
0,0,0,0,1,0,0,0,0,0,16,14,255,0.07,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,3,255,115,0.45,1,20,2,0
7,0,0,0,1,0,0,0,0,0,1,84,1,0.01,1,61,2,0
10,0,0,0,1,0,0,0,0,0,1,255,142,0,1,55,2,0
0,0,0,0,1,0,0,0,0,0,18,121,255,0.01,1,25,2,0
0,0,0,0,0,0,0,0,0,0,151,255,255,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,12,12,255,0.08,1,25,2,0
0,0,0,0,1,0,0,0,0,0,6,52,255,0.02,1,25,2,0
0,0,0,0,0,0,0,0,0,0,6,219,39,0.13,1,20,2,0
0,0,0,0,1,0,0,0,0,0,13,170,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,7,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,17,24,255,0.04,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,173,132,0.01,1,55,2,0
0,0,0,0,1,0,0,0,0,0,9,9,255,0.11,1,25,2,0
0,0,0,0,1,0,0,0,0,0,9,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,215,255,250,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,229,217,0,3,50,2,0
0,0,0,0,1,0,0,0,0,0,4,255,239,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,12,95,255,0.01,1,25,2,0
5784,0,0,0,0,0,0,0,0,0,1,255,3,0.82,3,45,2,0
0,0,0,0,1,0,0,0,0,0,3,7,255,0.14,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,68,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,4,251,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,160,255,254,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,1,76,169,0.01,1,55,2,0
0,0,0,0,0,0,0,0,0,0,4,255,37,0.16,2,66,2,0
0,0,0,0,1,0,0,0,0,0,1,9,255,0.11,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,50,70,0.02,1,55,2,0
0,0,0,0,1,0,0,0,0,0,1,31,34,0.03,1,25,2,0
0,0,0,0,1,0,0,0,0,0,5,5,255,0.2,1,25,2,0
0,0,0,0,1,0,0,0,0,0,8,255,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,3,55,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,21,21,255,0.05,1,25,2,0
542,0,0,0,0,0,0,0,0,0,1,255,224,0.04,3,12,2,0
0,0,0,0,0,0,0,0,0,0,3,255,253,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,155,143,0.01,3,50,2,0
0,0,0,0,0,0,0,0,0,0,1,255,3,0.09,2,15,2,0
0,0,0,0,1,0,0,0,0,0,9,72,72,0.01,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,19,192,0.05,1,25,1,0
0,0,0,0,1,0,0,0,0,0,2,75,65,0.63,1,20,2,0
0,0,0,0,1,0,0,0,0,0,9,94,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,12,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,5,5,255,0.2,1,25,2,0
0,0,0,2,1,0,0,0,0,0,2,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,3,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,84,255,205,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,255,1,0.9,3,45,2,0
0,0,0,0,0,0,0,0,0,0,167,255,254,0,3,12,2,0
2,0,0,0,1,0,0,0,0,0,2,3,135,0.33,1,55,2,0
4,0,0,0,1,0,0,0,0,0,1,2,14,0.5,1,55,2,0
0,0,0,0,1,0,0,0,0,0,3,36,255,0.03,1,25,2,0
0,0,0,0,1,0,0,0,0,0,13,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,14,255,255,0.01,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,255,28,0.55,2,15,2,0
0,0,0,0,1,0,0,0,0,0,14,143,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,43,43,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,26,29,255,0.03,1,25,2,0
0,0,0,0,1,0,0,0,0,0,9,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,300,255,253,0,3,12,2,0
30,0,0,30,1,0,0,0,0,1,1,158,40,0.01,1,20,2,0
10455,0,0,0,0,0,0,0,0,0,2,255,2,0.87,3,45,2,0
10326,0,0,0,0,0,0,0,0,0,2,255,2,1,3,45,2,0
0,0,0,0,1,0,0,0,0,0,2,170,96,0.01,1,55,3,0
0,0,0,0,1,0,0,0,0,0,1,18,161,0.06,1,55,2,0
0,0,0,0,1,0,0,0,0,0,2,10,255,0.1,1,25,2,0
0,0,0,0,0,0,0,0,0,0,166,255,255,0.01,3,12,2,0
0,0,0,0,0,0,0,0,0,0,1,126,5,0.01,1,19,2,0
0,0,0,0,1,0,0,0,0,0,11,104,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,39,255,0.03,1,25,2,0
0,0,0,0,1,0,0,0,0,0,8,8,255,0.12,1,25,2,0
0,0,0,0,0,0,0,0,0,0,264,255,242,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,23,79,255,0.01,1,25,2,0
0,0,0,0,0,0,0,0,0,0,2,43,255,0.02,1,25,1,0
0,0,0,0,0,0,0,0,0,0,151,151,151,1,3,45,2,0
28,0,0,0,0,0,0,0,0,0,5,101,98,0.01,3,12,2,0
0,0,0,0,1,0,0,0,0,0,1,119,187,0.01,1,55,2,0
0,0,0,0,1,0,0,0,0,0,9,115,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,24,49,255,0.02,1,25,2,0
0,0,0,0,1,0,0,0,0,0,9,9,255,0.11,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,255,250,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,15,2,0
0,0,0,0,0,0,0,0,0,0,210,135,96,0.01,3,12,2,0
0,0,0,0,1,0,0,0,0,0,24,16,255,0.06,1,25,2,0
0,0,0,0,0,0,0,0,0,0,43,255,254,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,36,23,255,0.04,1,25,2,0
0,0,0,0,0,0,0,0,0,0,127,255,224,0,3,12,2,0
202,0,0,0,1,5,0,0,0,0,1,129,12,0.01,1,61,2,0
0,0,0,0,1,0,0,0,0,0,1,83,1,0.23,1,45,2,0
0,0,0,0,1,0,0,0,0,0,6,29,255,0.03,1,25,2,0
0,0,0,0,1,0,0,0,0,0,13,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,15,255,255,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,2,114,44,0.15,3,12,2,0
0,0,0,0,1,0,0,0,0,0,4,100,63,0.33,1,20,2,0
0,0,0,0,0,0,0,0,0,0,1,178,8,0.01,1,19,2,0
0,0,0,0,0,0,0,0,0,0,255,255,255,0,3,12,2,0
0,0,0,0,1,0,0,0,0,0,2,11,14,0.09,1,25,2,0
0,0,0,0,1,0,0,0,0,0,16,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,11,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,9,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,9,255,0.11,1,25,2,0
4,0,0,0,1,0,0,0,0,0,1,135,60,0.01,1,55,2,0
0,0,0,0,1,0,0,0,0,0,9,9,255,0.11,1,25,2,0
0,0,0,0,1,0,0,0,0,0,12,12,255,0.08,1,25,2,0
1,0,0,0,1,0,0,0,0,0,2,110,78,0.01,1,55,2,0
0,0,0,0,1,0,0,0,0,0,19,1,255,1,1,25,2,0
0,0,0,0,1,0,0,0,0,0,29,34,255,0.03,1,25,2,0
0,0,0,0,1,0,0,0,0,0,66,234,255,0,1,25,2,0
3047,0,0,0,0,0,0,0,0,0,1,255,1,0.96,3,45,2,0
1327,0,0,0,0,0,0,0,0,0,1,255,1,0.95,3,45,2,0
0,0,0,0,1,0,0,0,0,0,17,21,255,0.05,1,25,2,0
0,0,0,0,1,0,0,0,0,0,2,37,29,0.24,1,20,2,0
0,0,0,0,1,0,0,0,0,0,4,26,255,0.04,1,25,2,0
0,0,0,0,1,0,0,0,0,0,7,7,255,0.14,1,25,2,0
0,0,0,0,1,0,0,0,0,0,33,230,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,17,17,255,0.06,1,25,2,0
0,0,0,0,1,0,0,0,0,0,19,255,255,0,1,25,2,0
860,0,0,0,0,0,0,0,0,0,1,255,1,0.94,3,45,2,0
0,0,0,0,1,0,0,0,0,0,4,108,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,4,53,255,0.02,1,25,2,0
0,0,0,0,0,0,0,0,0,0,105,255,254,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,68,255,240,0.28,3,12,2,0
0,0,0,0,1,0,0,0,0,0,20,168,255,0.01,1,25,2,0
0,0,0,0,1,0,0,0,0,0,39,255,255,0,1,25,2,0
0,0,0,0,1,0,0,0,0,0,1,120,105,0.01,1,55,2,0
475,0,0,0,1,0,0,0,0,0,12,255,239,0,1,25,2,0
