@relation 'KDDTest21M'
@attribute 'duration' real
@attribute 'src_bytes' real
@attribute 'dst_bytes' real
@attribute 'land' {0,1}
@attribute 'wrong_fragment' real
@attribute 'urgent' real
@attribute 'hot' real
@attribute 'num_failed_logins' real
@attribute 'logged_in' {0,1}
@attribute 'num_compromised' real
@attribute 'root_shell' real
@attribute 'su_attempted' real
@attribute 'num_root' real
@attribute 'num_file_creations' real
@attribute 'num_shells' real
@attribute 'num_access_files' real
@attribute 'num_outbound_cmds' real
@attribute 'is_host_login' {0,1}
@attribute 'is_guest_login' {0,1}
@attribute 'count' real
@attribute 'srv_count' real
@attribute 'serror_rate' real
@attribute 'srv_serror_rate' real
@attribute 'rerror_rate' real
@attribute 'srv_rerror_rate' real
@attribute 'same_srv_rate' real
@attribute 'diff_srv_rate' real
@attribute 'srv_diff_host_rate' real
@attribute 'dst_host_count' real
@attribute 'dst_host_srv_count' real
@attribute 'dst_host_same_srv_rate' real
@attribute 'dst_host_diff_srv_rate' real
@attribute 'dst_host_same_src_port_rate' real
@attribute 'dst_host_srv_diff_host_rate' real
@attribute 'dst_host_serror_rate' real
@attribute 'dst_host_srv_serror_rate' real
@attribute 'dst_host_rerror_rate' real
@attribute 'dst_host_srv_rerror_rate' real
@attribute 'protocol_type' {1,2,3}
@attribute 'service' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute 'flag' {1,2,3,4,5,6,7,8,9,10,11}
@attribute 'xAttack' {1,2,3,4,5,6}
@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.14,0,0.86,1,0,1,0,255,1,0,0.94,0,0,0.13,0,0.87,1,1,45,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,1,0.07,0,0.93,1,0,1,0,255,1,0,1,0,0,0.07,0,0.93,1,1,45,1,6
0,21,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0.21,0.75,0.57,0.5,0.75,0.93,255,40,0.16,0.02,0,0,0,0,0.24,0.5,1,61,2,6
0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,3,50,2,6
0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,115,0.45,0.02,0,0,0.53,0.36,0.01,0.01,1,61,7,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0.89,0.5,1,1,64,59,0.25,0.08,0.02,0.03,0,0,0.88,1,1,29,1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,1,1,0,0,1,0,0,255,255,1,0,0,0,0.76,0.76,0.21,0.21,1,25,4,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,15,1,1,0,0,0.09,0.09,0,255,15,0.06,0.09,0,0,1,1,0,0,1,9,4,1
0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,146,0.57,0.02,0,0,0.53,0.49,0.01,0.01,1,61,7,6
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0.01,0.96,0,255,1,0,0.69,0.99,0,0,0,0.01,0,3,50,2,4
0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,158,0.62,0.02,0,0,0.55,0.53,0.01,0.01,1,61,7,6
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1,0,0,0,0,0,1,0,255,1,0,1,1,0,0,0,0,0,3,45,2,4
0,240,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,66,11,0.17,0.08,0.02,0,0,0,0.11,0.64,1,45,2,6
10,27,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,214,0.84,0.02,0,0,0,0,0.04,0,1,48,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,1,1,0,0,1,0,0,255,255,1,0,0,0,0.62,0.62,0.35,0.35,1,25,4,6
0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,3,50,2,6
0,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0.01,0.01,0.07,0.07,1,25,2,1
282,156,593,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,84,46,0.55,0.05,0.01,0,0,0,0,0,1,20,2,3
0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0,0,0,0,1,0,0,255,239,0.94,0.01,0.25,0,0,0,0,0,3,12,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,6,0,0,1,1,0.02,0.07,0,255,6,0.02,0.07,0,0,0,0,1,1,1,12,1,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,1,0,1,1,48,1,0,1,0.52,0,0,0,0,2,15,2,4
5,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,16,1,0,0.07,0.12,0,0,0,0,1,48,2,3
0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,3,12,2,5
0,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,138,137,0.99,0.01,0.01,0,0,0,0,0,3,50,2,5
0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,366,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,16787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0.2,255,19,0.07,0.02,0.07,0,0,0,0.13,0,1,20,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,1,0,0,0.29,0.29,0,255,63,0.25,0.02,0.01,0,0.98,1,0,0,1,19,4,1
7951,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,112,0.44,0.02,0,0,0.53,0.34,0.01,0.01,1,61,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,5,0,0,1,1,0.02,0.06,0,255,5,0.02,0.07,0,0,0,0,1,1,1,9,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,17,1,1,0,0,0.09,0.09,0,255,17,0.07,0.08,0,0,1,1,0,0,1,37,4,1
0,0,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,108,192,0.76,0.04,0.01,0.01,0,0,0.01,0.02,1,55,2,5
0,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,1,0,0.43,255,255,1,0,0,0,0,0,0.05,0.05,1,25,2,1
0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,385,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,45,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,353,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,3,12,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,13,0,0,1,1,0.05,0.06,0,255,13,0.05,0.06,0,0,0,0,1,1,1,69,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,8,1,1,0,0,0.03,0.06,0,255,8,0.03,0.06,0,0,1,1,0,0,1,36,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,17,0,0,1,1,0.07,0.07,0,255,17,0.07,0.07,0,0,0,0,1,1,1,6,1,1
0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,3,50,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,1,60,86,0.33,0.05,0.02,0.03,1,1,0,0,1,29,4,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,1,0.04,0,0.96,1,0,1,0,255,1,0,1,0,0,0.03,0,0.97,1,1,45,1,4
0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
4,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,232,0.91,0.02,0,0,0,0,0.02,0,1,48,2,3
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0.05,0.63,0,255,1,0,0.66,0.94,0,0,0,0.06,0,3,50,2,4
0,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,238,0.93,0.01,0,0,0,0,0.02,0.02,1,25,2,1
3,2194619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,125,0.49,0.02,0.49,0,0,0,0,0,1,20,2,5
0,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0.67,0.33,1,1,102,51,0.25,0.05,0.01,0.04,0,0,0.89,1,1,48,3,6
0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,455,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,124,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,34,0.13,0.02,0,0,0,0,0,0.03,1,61,2,3
2,35,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,148,4,0.03,0.03,0.01,0,0,0,0,0,1,48,2,5
0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0,3,50,2,6
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,1,0,1,4,70,1,0,1,0.27,0,0,0,0,2,15,2,6
0,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.03,0.03,1,25,2,1
0,45,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0.4,255,233,0.91,0.01,0,0,0,0,0.05,0,3,12,2,5
0,7,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,12,1,0,1,0.17,0,0,0,0,1,19,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,1,1,0,0,1,0,0,111,99,0.89,0.02,0.01,0,0.89,1,0,0,1,61,4,1
0,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,508,0,0,0,0,1,0,0,255,255,1,0,0.99,0,0,0,0,0,3,50,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.15,0,0.85,1,0,1,0,255,1,0,0.94,0,0,0.13,0,0.87,1,1,45,1,4
0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0.57,1,0,0.57,146,88,0.31,0.03,0.01,0.02,0,0,0.91,0.62,1,61,3,6
1,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,66,0.26,0.14,0,0,0,0,0.73,0,1,55,2,6
281,156,593,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,3,0.01,0.02,0,0,0.33,0,0.04,0,1,20,2,3
0,120,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.02,0.02,1,61,2,3
0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,45,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,178,0,0,0,0,0.99,0.02,0.01,255,254,1,0.01,0,0,0,0,0,0,3,12,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,18,0.07,0.02,0,0,0,0,0.08,0.94,1,45,1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,8,0,0,1,1,0.07,0.06,0,255,8,0.03,0.05,0,0,0,0,1,1,1,18,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.67,1,0.33,1,0,255,44,0.17,0.02,0,0,0,0,0.79,1,1,58,1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1,0,0,1,1,0,0.07,0,255,1,0,0.08,0,0,0,0,1,1,1,67,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,6,1,1,0,0,0.02,0.06,0,255,6,0.02,0.06,0,0,1,1,0,0,1,30,4,1
0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,453,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,37960,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,1,0,0,255,255,1,0,0,0,0,0,0.07,0.07,1,25,5,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0,0,0,0,0.91,0.09,0,255,21,0.08,0.58,0.95,0,0.01,0,0.03,0,3,50,2,5
280,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,6,28,1,0,1,0.18,0,0,0,0,1,20,2,3
0,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0.01,0.01,0.05,0.05,1,25,2,1
0,229,489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0,0,1,0,0,87,177,1,0,0.01,0.03,0.01,0.01,0,0,1,25,2,5
0,56,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,491,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,3,50,2,5
0,240,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,28,0.11,0.02,0,0,0,0,0.09,0.75,1,45,2,6
0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0.5,1,1,190,60,0.25,0.03,0.01,0.03,0.03,0,0.91,0.78,1,29,3,6
0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,1,0,0,64,44,0.69,0.05,0.69,0,0,0,0,0,3,50,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.15,0,0.85,1,0,1,0,255,1,0,0.94,0,0,0.15,0,0.85,1,1,45,1,4
4,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,136,0.53,0.02,0,0,0,0,0.17,0.02,1,48,2,3
7518,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,188,0.74,0.02,0,0,0.38,0.38,0.01,0.01,1,61,2,6
0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,114,0.45,0.03,0,0,0.15,0.33,0.11,0.11,1,61,7,6
5,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,48,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,11,0,0,1,1,0.08,0.06,0,255,11,0.04,0.05,0,0,0,0,1,1,1,67,1,1
0,335,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,255,225,0.88,0.02,0,0,0,0,0.07,0,1,25,2,5
4,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,232,0.91,0.04,0,0,0,0,0,0,1,48,2,3
0,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,0.33,255,254,1,0.01,0,0,0,0,0.04,0.04,1,25,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,1,0,0,1,1,0,0.07,0,255,1,0,0.06,0,0,0,0,1,1,1,14,3,1
0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,0,0,0,0,1,0,0,96,71,0.74,0.04,0.74,0,0,0,0,0,3,50,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,1,0.05,0,0.95,1,0,1,0,255,1,0,1,0,0,0.07,0,0.93,1,1,45,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,8,0,0,1,1,0.03,0.07,0,255,8,0.03,0.07,0,0,0,0,1,1,1,5,1,1
283,164,601,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,60,0.24,0.03,0,0,0.11,0,0.02,0,1,20,2,3
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,25,1,0,1,0.16,0,0,0,0,1,20,2,3
0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,132,0.52,0.44,0,0,0.41,0.79,0.43,0.02,1,61,7,6
3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,1,1,0.5,1,1,255,15,0.06,0.03,0,0,0,0,0.2,0.87,1,29,3,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,17,0,0,1,1,0.06,0.06,0,255,17,0.07,0.07,0,0,0,0,1,1,1,24,1,1
0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,3,50,2,6
0,301,2507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,229,0.9,0.01,0,0,0,0,0.03,0,1,25,2,5
909,55044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,55,0.02,0.02,0.96,0.96,1,0,0,255,255,1,0,0,0,0,0,0.21,0.21,1,25,5,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,5,0,0,1,1,0.02,0.07,0,255,5,0.02,0.07,0,0,0,0,1,1,1,14,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,1,1,0.5,1,1,226,14,0.05,0.03,0,0.14,0,0,0.18,1,1,29,1,6
4,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,213,0.84,0.02,0,0,0,0,0.04,0,1,48,2,3
5,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,136,0.53,0.02,0,0,0,0,0.17,0.02,1,48,2,3
4,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,164,0.64,0.02,0,0,0,0,0.13,0,1,48,2,3
7691,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,161,0.63,0.02,0,0,0.54,0.52,0.01,0.01,1,61,2,6
2069,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,1,1,1,0,0,255,237,0.93,0.01,0,0,0,0,0.18,0.2,1,25,5,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,1,1,0,0,0.05,0.2,0,255,2,0.01,0.17,0,0,1,1,0,0,1,18,4,1
4,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,237,0.93,0.01,0,0,0,0,0.04,0,1,48,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,4,1,1,0,0,0.03,0.07,0,255,4,0.02,0.06,0,0,1,1,0,0,1,7,4,1
0,345,6256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.33,0.33,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,5
0,26,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,179,85,0.47,0.03,0.01,0,0,0,0,0,1,20,2,3
0,45260,2920,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,1,0,0,255,254,1,0.01,0,0,0,0,0.05,0.05,1,25,5,1
0,120,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,229,0.9,0.02,0,0,0,0,0.02,0.03,1,61,2,3
0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,287,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,122,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,152,0.6,0.02,0,0,0,0,0.02,0.03,1,61,2,3
0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,3,12,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.5,1,0.5,1,0,255,8,0.03,0.02,0,0,0,0,0.03,1,1,45,1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,1,0.08,0,0.91,1,0,1,0,255,1,0,1,0,0,0.05,0,0.93,1,1,50,1,6
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,11,1,0,1,0.18,0,0,0,0,1,20,2,3
7414,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,211,0.83,0.02,0,0,0.28,0.33,0.01,0.01,1,61,2,6
1,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0.25,0,0.75,0.5,0,255,241,0.95,0.06,0,0,0,0,0.05,0,1,55,2,6
0,45,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,255,225,0.88,0.01,0,0,0,0,0.04,0,3,12,2,5
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,1,0,0,0,0,0.01,0.69,0,255,1,0,0.53,0.87,0,0,0,0.13,0,3,50,2,4
