Duration	protocol_type	service	flag	src_bytes	dst_bytes	land	wrong_fragment	urgent	hot	num_failed_logins	logged_in	num_compromised	root_shell	su_attempted	num_root	num_file_creations	num_shells	num_access_files	num_outbound_cmds	is_host_login	is_guest_login	count	srv_count	serror_rate	srv_serror_rate	rerror_rate	srv_rerror_rate	same_srv_rate	diff_srv_rate	srv_diff_host_rate	dst_host_count	dst_host_srv_count	dst_host_same_srv_rate	dst_host_diff_srv_rate	dst_host_same_src_port_rate	dst_host_srv_diff_host_rate	dst_host_serror_rate	dst_host_srv_serror_rate	dst_host_rerror_rate	dst_host_srv_rerror_rate	Classification	xAttack	xprotocol_type	xservice	xflag
0	1	67	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	13	1	1	0	0	0.06	0.07	0	255	13	0.05	0.07	0	0	1	1	0	0	neptune	1	1	67	4
0	1	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	11	1	1	0	0	0.22	0.08	0	255	63	0.25	0.02	0.01	0	1	1	0	0	neptune	1	1	20	4
0	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	12	1	1	0	0	0.05	0.06	0	255	9	0.04	0.07	0	0	1	1	0	0	neptune	1	1	3	4
2	1	55	2	1591	372	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	181	147	0.81	0.02	0.01	0	0	0	0	0	normal	5	1	55	2
9052	3	45	2	146	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0.5	0.5	0	255	2	0.01	0.66	0.99	0	0	0	0	0	normal	5	3	45	2
0	1	25	2	290	3006	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	1	0	0	255	255	1	0	0	0	0	0	0	0	normal	5	1	25	2
0	1	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	11	1	1	0	0	0.1	0.08	0	255	11	0.04	0.07	0	0	1	1	0	0	neptune	1	1	8	4
0	3	50	2	28	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	0	0	0	0	1	0	0	255	80	0.31	0.02	0.31	0	0	0	0	0	teardrop	1	3	50	2
0	1	25	2	255	861	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	44	44	0.02	0.02	0	0	1	0	0	255	255	1	0	0	0	0	0	0	0	normal	5	1	25	2
0	1	20	2	334	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	4	38	1	0	1	0.18	0	0	0	0	warezclient	3	1	20	2
0	1	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	17	1	1	0	0	0.07	0.05	0	255	5	0.02	0.07	0	0	1	1	0	0	neptune	1	1	20	4
0	1	25	2	302	498	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	1	0	0	131	255	1	0	0.01	0.04	0	0	0	0	normal	5	1	25	2
0	1	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	4	0	0	1	1	0.07	0.1	0	255	4	0.02	0.08	0	0	0	0	1	1	neptune	1	1	50	1
0	3	50	2	28	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	255	2	0.01	0.02	0.01	0	0	0	0.77	0	teardrop	1	3	50	2
0	1	25	2	220	1398	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26	42	0	0	0	0	1	0	0.05	26	255	1	0	0.04	0.03	0	0	0	0	normal	5	1	25	2
0	3	12	2	43	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	120	0	0	0	0	1	0	0	255	245	0.96	0.01	0.01	0	0	0	0	0	normal	5	3	12	2
0	3	12	2	44	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	75	0	0	0	0	1	0	0.03	122	212	0.88	0.02	0.88	0.01	0	0	0.08	0	normal	5	3	12	2
0	2	15	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	1	0	1	2	46	1	0	1	0.26	0	0	0	0	nmap	4	2	15	2
0	1	67	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	9	1	1	0	0	0.07	0.06	0	255	11	0.04	0.07	0	0	1	1	0	0	neptune	1	1	67	4
0	1	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	12	1	1	0	0	0.5	0.08	0	255	59	0.23	0.04	0	0	1	1	0	0	neptune	1	1	19	4
0	3	12	2	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	228	0	0	0	0	1	0	0.01	255	255	1	0	0.01	0	0	0	0	0	normal	5	3	12	2
0	1	20	2	641	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	175	48	0.25	0.02	0.25	0.04	0	0	0	0	normal	5	1	20	2
0	1	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	4	0	0	1	1	0.02	0.06	0	255	4	0.02	0.08	0	0	0	0	1	1	neptune	1	1	50	1
0	1	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	1	0.1	0	0.89	1	0.01	1	0	255	1	0	0.84	0	0	0.07	0	0.62	1	satan	4	1	50	1
0	1	25	2	310	2794	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	1	0	0	255	255	1	0	0	0	0	0	0	0	normal	5	1	25	2
0	1	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	10	0	0	1	1	0.16	0.08	0	255	10	0.04	0.07	0	0	0	0	1	1	neptune	1	1	50	1
0	1	55	2	696	333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	109	133	0.39	0.04	0.01	0.02	0	0	0	0	normal	5	1	55	2
0	1	38	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	236	1	0	0.58	0.58	0	0	0	0.58	1	portsweep	4	1	38	5
0	1	25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	19	1	1	0	0	0.37	0.08	0	255	67	0.26	0.02	0	0	1	1	0	0	neptune	1	1	25	4
0	1	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	7	0	0	1	1	0.06	0.06	0	255	6	0.02	0.07	0	0	0	0	1	1	neptune	1	1	38	1
0	1	59	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	21	1	1	0	0	0.12	0.06	0	255	21	0.08	0.06	0	0	1	1	0	0	neptune	1	1	59	4
0	1	25	2	221	2878	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	21	58	1	0	0.05	0.03	0	0	0	0	normal	5	1	25	2
0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	16	1	1	0	0	0.11	0.06	0	255	31	0.12	0.05	0	0	1	1	0	0	neptune	1	1	50	4
0	2	66	2	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0.67	0.67	0	255	93	0.36	0.01	0.46	0	0	0	0	0	normal	5	2	66	2
0	3	12	2	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	1	0	0.21	84	83	0.99	0.02	0.01	0	0	0	0	0	normal	5	3	12	2
0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	6	1	1	0	0	0.04	0.06	0	255	6	0.02	0.07	0	0	1	1	0	0	neptune	1	1	50	4
0	1	20	2	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	44	47	0.55	0.07	0.55	0.04	0	0	0	0	normal	5	1	20	2
0	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	9	1	1	0	0	0.03	0.06	0	255	9	0.04	0.06	0	0	1	1	0	0	neptune	1	1	5	4
0	1	25	2	210	2790	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	27	0	0	0	0	1	0	0.11	48	255	1	0	0.02	0.09	0	0	0	0	normal	5	1	25	2
0	1	25	2	321	5683	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	1	0	0	168	255	1	0	0.01	0.04	0	0	0	0	normal	5	1	25	2
0	1	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	8	0	0	1	1	0.03	0.06	0	255	8	0.03	0.07	0	0	0	0	1	1	neptune	1	1	50	1
0	1	25	2	329	3982	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	31	0	0	0	0	1	0	0.1	24	255	1	0	0.04	0.05	0	0	0	0	normal	5	1	25	2
0	1	67	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	7	0	0	1	1	0.05	0.07	0	255	7	0.03	0.07	0	0	0	0	1	1	neptune	1	1	67	1
0	1	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	19	1	1	0	0	0.09	0.05	0	255	2	0.01	0.07	0	0	1	1	0	0	neptune	1	1	12	4
0	2	15	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44	0	0	0	0	1	0	1	1	95	1	0	1	0.51	0	0	0	0	ipsweep	4	2	15	2
0	1	25	2	320	379	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	1	0	0	123	255	1	0	0.01	0.02	0	0	0	0	normal	5	1	25	2
0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	7	1	1	0	0	0.03	0.05	0	72	7	0.1	0.11	0.01	0	0.97	1	0	0	neptune	1	1	50	4
0	1	25	2	225	3762	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	1	0	0	255	255	1	0	0	0	0	0	0	0	normal	5	1	25	2
0	1	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	13	1	1	0	0	0.05	0.06	0	255	1	0	0.07	0	0	1	1	0	0	neptune	1	1	20	4
0	1	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	15	0	0	1	1	0.11	0.05	0	255	15	0.06	0.06	0	0	0	0	1	1	neptune	1	1	50	1
315	3	45	2	146	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0.67	0.67	0	117	2	0.02	0.54	0.78	0	0	0	0	0	normal	5	3	45	2
0	1	25	2	247	1416	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	1	0	0	156	255	1	0	0.01	0.09	0	0	0.46	0.61	normal	5	1	25	2
0	1	25	2	353	1483	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	1	0	0.33	255	255	1	0	0	0	0	0	0	0	normal	5	1	25	2
0	3	12	2	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	189	0	0	0	0	0.99	0.02	0.01	255	254	1	0.01	0.01	0	0	0	0	0	normal	5	3	12	2
0	1	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	18	0	0	1	1	0.12	0.05	0	255	10	0.04	0.08	0	0	0	0	1	1	neptune	1	1	50	1
0	1	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	6	1	1	0	0	0.02	0.06	0	255	3	0.01	0.07	0	0	1	1	0	0	neptune	1	1	8	4
2	1	55	2	3065	331	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	243	119	0.48	0.02	0	0.02	0.01	0.02	0	0	normal	5	1	55	2
0	3	45	2	102	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	7	1	0.14	0.29	0.14	0	0	0	0	0	normal	5	3	45	2
0	1	25	2	259	750	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	1	0	0.4	4	255	1	0	0.25	0.03	0	0	0	0	normal	5	1	25	2
1082	3	45	2	147	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	255	2	0.01	0.42	0.86	0	0	0	0	0	normal	5	3	45	2
0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	16	1	1	0	0	0.12	0.05	0	255	12	0.05	0.05	0	0	1	1	0	0	neptune	1	1	50	4
0	1	25	2	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	0.03	0.03	0	0	1	0	0	255	255	1	0	0	0	0	0	0	0	normal	5	1	25	2
0	1	25	2	309	306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	66	255	1	0	0.02	0.02	0	0	0	0	normal	5	1	25	2
0	1	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	1	0	1	1	247	1	0	1	0.15	0	0	1	0.68	normal	5	1	25	1
0	1	25	2	278	7227	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	0	0	153	255	1	0	0.01	0.05	0	0	0	0	normal	5	1	25	2
0	3	50	2	28	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	82	0	0	0	0	1	0	0	255	182	0.71	0.29	0.71	0	0.09	0	0.2	0	teardrop	1	3	50	2
0	1	25	2	313	761	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	43	255	1	0	0.02	0.03	0	0	0	0	normal	5	1	25	2
0	1	25	2	219	1212	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	1	0	0	242	255	1	0	0	0.01	0	0	0	0	normal	5	1	25	2
0	1	25	2	245	9165	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0.67	10	255	1	0	0.1	0.05	0	0	0	0	normal	5	1	25	2
0	1	25	2	328	2243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	1	0	0	21	255	1	0	0.05	0.04	0	0	0	0	normal	5	1	25	2
0	1	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	23	249	1	0	0.04	0.1	0	0	1	0.96	normal	5	1	25	1
0	1	25	2	251	301	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	1	0	0.29	255	252	0.99	0.01	0	0	0	0	0	0	normal	5	1	25	2
0	1	55	2	2089	335	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0.5	1	1	255	152	0.6	0.03	0	0	0.01	0.02	0	0.01	normal	5	1	55	2
0	1	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	6	255	1	0	0.17	0.21	0	0	1	0.88	normal	5	1	25	1
0	1	25	2	237	511	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	3	255	1	0	0.33	0.01	0	0	0	0	normal	5	1	25	2
0	1	25	2	324	431	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	1	0	0.4	107	255	1	0	0.01	0.02	0	0	0	0	normal	5	1	25	2
25950	1	50	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	1	0	0	255	2	0.01	0.69	1	0	0	0	1	1	portsweep	4	1	50	5
0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	17	0	0	1	1	0.15	0.05	0	255	17	0.07	0.07	0	0	0	0	1	1	neptune	1	1	3	1
0	3	50	2	105	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0.25	0.5	0	255	239	0.94	0.01	0	0	0	0	0	0	normal	5	3	50	2
0	1	25	2	218	974	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	1	0	0	6	255	1	0	0.17	0.02	0	0.01	0	0	normal	5	1	25	2
0	1	25	2	325	2649	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	1	0	0	107	255	1	0	0.01	0.01	0	0	0	0	normal	5	1	25	2
0	1	67	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	20	0	0	1	1	0.08	0.07	0	255	20	0.08	0.07	0	0	0	0	1	1	neptune	1	1	67	1
0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	19	0	0	1	1	0.07	0.07	0	255	19	0.07	0.08	0	0	0	0	1	1	neptune	1	1	6	1
0	1	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	8	1	1	0	0	0.03	0.07	0	255	8	0.03	0.08	0	0	1	1	0	0	neptune	1	1	8	4
240	1	25	2	328	275	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0.1	1	0	0.2	255	250	0.98	0.01	0	0	0	0	0	0	normal	5	1	25	2
0	1	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	6	1	1	0	0	0.02	0.05	0	255	8	0.03	0.07	0	0	1	1	0	0	neptune	1	1	6	4
0	1	19	2	9	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	195	10	0.03	0.03	0.01	0.2	0.01	0	0.01	0	normal	5	1	19	2
0	3	12	2	46	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	178	0	0	0	0	1	0	0.02	255	254	1	0.01	0.01	0	0	0	0	0	normal	5	3	12	2
1	1	55	2	1079	334	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	138	167	0.57	0.03	0.01	0.01	0	0	0	0	normal	5	1	55	2
0	3	12	2	45	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	159	0	0	0	0	1	0	0.01	255	254	1	0.01	0	0	0	0	0	0	normal	5	3	12	2
26	1	20	2	273	903	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	176	49	0.28	0.02	0.01	0	0.01	0.02	0	0	normal	5	1	20	2
0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	20	1	1	0	0	0.11	0.06	0	255	20	0.08	0.08	0	0	1	1	0	0	neptune	1	1	50	4
0	1	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	5	0	0	1	1	0.04	0.06	0	255	1	0	0.07	0	0	0	0	1	1	neptune	1	1	33	1
