Duration	protocol_type	service	flag	src_bytes	dst_bytes	land	wrong_fragment	urgent	hot	num_failed_logins	logged_in	num_compromised	root_shell	su_attempted	num_root	num_file_creations	num_shells	num_access_files	num_outbound_cmds	is_host_login	is_guest_login	count	srv_count	serror_rate	srv_serror_rate	rerror_rate	srv_rerror_rate	same_srv_rate	diff_srv_rate	srv_diff_host_rate	dst_host_count	dst_host_srv_count	dst_host_same_srv_rate	dst_host_diff_srv_rate	dst_host_same_src_port_rate	dst_host_srv_diff_host_rate	dst_host_serror_rate	dst_host_srv_serror_rate	dst_host_rerror_rate	dst_host_srv_rerror_rate	Classification	xAttack	xprotocol_type	xservice	xflag
0	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	102	1	1	0	0	1	0	0	255	255	1	0	0	0	0.62	0.62	0.35	0.35	apache2	6	1	5	4
0	3	1	2	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	0	0	255	252	0.99	0.01	0	0	0	0	0	0	snmpguess	6	3	1	2
0	1	5	2	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	4	19	0	0	0	0	1	0	0.11	255	255	1	0	0	0	0.01	0.01	0.07	0.07	back	1	1	5	2
282	1	7	2	156	593	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	84	46	0.55	0.05	0.01	0	0	0	0	0	warezmaster	3	1	7	2
0	3	14	2	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	166	0	0	0	0	1	0	0	255	239	0.94	0.01	0.25	0	0	0	0	0	normal	5	3	14	2
0	1	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	6	0	0	1	1	0.02	0.07	0	255	6	0.02	0.07	0	0	0	0	1	1	neptune	1	1	31	1
0	2	3	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	0	0	0	0	1	0	1	1	48	1	0	1	0.52	0	0	0	0	ipsweep	4	2	3	2
5	1	9	2	32	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	15	16	1	0	0.07	0.12	0	0	0	0	guess_passwd	3	1	9	2
0	3	14	2	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	172	0	0	0	0	1	0	0	255	255	1	0	0	0	0	0	0	0	normal	5	3	14	2
0	3	1	2	105	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	138	137	0.99	0.01	0.01	0	0	0	0	0	normal	5	3	1	2
0	2	12	2	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	366	0	0	0	0	1	0	0	255	255	1	0	1	0	0	0	0	0	smurf	1	2	12	2
0	1	2	2	16787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	1	0	0.2	255	19	0.07	0.02	0.07	0	0	0	0.13	0	normal	5	1	2	2
0	1	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	1	1	0	0	0.29	0.29	0	255	63	0.25	0.02	0.01	0	0.98	1	0	0	neptune	1	1	20	4
7951	1	4	2	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	112	0.44	0.02	0	0	0.53	0.34	0.01	0.01	processtable	6	1	4	2
0	1	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	5	0	0	1	1	0.02	0.06	0	255	5	0.02	0.07	0	0	0	0	1	1	neptune	1	1	51	1
0	1	32	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	17	1	1	0	0	0.09	0.09	0	255	17	0.07	0.08	0	0	1	1	0	0	neptune	1	1	32	4
0	1	6	2	0	83	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	108	192	0.76	0.04	0.01	0.01	0	0	0.01	0.02	normal	5	1	6	2
0	1	5	2	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	1	0	0.43	255	255	1	0	0	0	0	0	0.05	0.05	back	1	1	5	2
0	2	12	2	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	385	0	0	0	0	1	0	0	255	255	1	0	1	0	0	0	0	0	smurf	1	2	12	2
0	3	14	2	45	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	353	0	0	0	0	1	0	0	255	254	1	0.01	0	0	0	0	0	0	normal	5	3	14	2
0	1	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	13	0	0	1	1	0.05	0.06	0	255	13	0.05	0.06	0	0	0	0	1	1	neptune	1	1	30	1
0	1	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	8	1	1	0	0	0.03	0.06	0	255	8	0.03	0.06	0	0	1	1	0	0	neptune	1	1	15	4
0	1	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	17	0	0	1	1	0.07	0.07	0	255	17	0.07	0.07	0	0	0	0	1	1	neptune	1	1	56	1
0	3	1	2	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	255	254	1	0.01	0	0	0	0	0	0	snmpguess	6	3	1	2
0	1	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	1	0	1	60	86	0.33	0.05	0.02	0.03	1	1	0	0	mscan	6	1	13	4
0	1	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	1	0.04	0	0.96	1	0	1	0	255	1	0	1	0	0	0.03	0	0.97	1	satan	4	1	18	1
0	2	12	2	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	1	0	0	255	255	1	0	1	0	0	0	0	0	smurf	1	2	12	2
4	1	9	2	30	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	232	0.91	0.02	0	0	0	0	0.02	0	guess_passwd	3	1	9	2
0	3	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0.05	0.63	0	255	1	0	0.66	0.94	0	0	0	0.06	0	satan	4	3	1	2
0	1	5	2	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	1	0	0	255	238	0.93	0.01	0	0	0	0	0.02	0.02	back	1	1	5	2
3	1	2	2	2194619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	255	125	0.49	0.02	0.49	0	0	0	0	0	normal	5	1	2	2
0	1	9	3	0	36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0.67	0.33	1	1	102	51	0.25	0.05	0.01	0.04	0	0	0.89	1	mscan	6	1	9	3
0	2	12	2	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	455	0	0	0	0	1	0	0	255	255	1	0	1	0	0	0	0	0	smurf	1	2	12	2
0	2	12	2	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	1	0	0	255	255	1	0	1	0	0	0	0	0	smurf	1	2	12	2
0	1	4	2	124	174	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	255	34	0.13	0.02	0	0	0	0	0	0.03	guess_passwd	3	1	4	2
2	1	9	2	35	130	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	148	4	0.03	0.03	0.01	0	0	0	0	0	normal	5	1	9	2
0	3	1	2	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	1	0	0	255	253	0.99	0.01	0.01	0	0	0	0	0	snmpguess	6	3	1	2
0	2	3	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	51	0	0	0	0	1	0	1	4	70	1	0	1	0.27	0	0	0	0	saint	6	2	3	2
0	1	5	2	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	1	0	0	255	255	1	0	0	0	0	0	0.03	0.03	back	1	1	5	2
0	3	14	2	45	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	1	0	0.4	255	233	0.91	0.01	0	0	0	0	0.05	0	normal	5	3	14	2
0	1	20	2	7	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	12	1	0	1	0.17	0	0	0	0	normal	5	1	20	2
0	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	1	1	0	0	1	0	0	111	99	0.89	0.02	0.01	0	0.89	1	0	0	neptune	1	1	4	4
0	3	1	2	52	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	508	0	0	0	0	1	0	0	255	255	1	0	0.99	0	0	0	0	0	normal	5	3	1	2
0	1	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	1	0.15	0	0.85	1	0	1	0	255	1	0	0.94	0	0	0.13	0	0.87	1	satan	4	1	18	1
0	1	4	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	1	0.57	1	0	0.57	146	88	0.31	0.03	0.01	0.02	0	0	0.91	0.62	mscan	6	1	4	3
1	1	6	2	2599	293	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	255	66	0.26	0.14	0	0	0	0	0.73	0	mailbomb	6	1	6	2
281	1	7	2	156	593	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	255	3	0.01	0.02	0	0	0.33	0	0.04	0	warezmaster	3	1	7	2
0	1	4	2	120	174	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	255	1	0	0	0	0	0	0.02	0.02	guess_passwd	3	1	4	2
0	2	12	2	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	166	0	0	0	0	1	0	0	255	255	1	0	1	0	0	0	0	0	smurf	1	2	12	2
0	3	14	2	45	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	178	0	0	0	0	0.99	0.02	0.01	255	254	1	0.01	0	0	0	0	0	0	normal	5	3	14	2
0	1	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	255	18	0.07	0.02	0	0	0	0	0.08	0.94	httptunnel	6	1	18	1
0	1	38	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	8	0	0	1	1	0.07	0.06	0	255	8	0.03	0.05	0	0	0	0	1	1	neptune	1	1	38	3
0	1	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0.67	1	0.33	1	0	255	44	0.17	0.02	0	0	0	0	0.79	1	mscan	6	1	26	1
0	1	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	1	0	0	1	1	0	0.07	0	255	1	0	0.08	0	0	0	0	1	1	neptune	1	1	21	1
0	1	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	6	1	1	0	0	0.02	0.06	0	255	6	0.02	0.06	0	0	1	1	0	0	neptune	1	1	17	4
0	2	12	2	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	453	0	0	0	0	1	0	0	255	255	1	0	1	0	0	0	0	0	smurf	1	2	12	2
0	1	5	5	37960	7300	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	1	1	0	0	255	255	1	0	0	0	0	0	0.07	0.07	back	1	1	5	5
0	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	21	0	0	0	0	0.91	0.09	0	255	21	0.08	0.58	0.95	0	0.01	0	0.03	0	normal	5	3	1	2
280	1	2	2	283618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	6	28	1	0	1	0.18	0	0	0	0	warezmaster	3	1	2	2
0	1	5	2	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	4	18	0	0	0	0	1	0	0.11	255	255	1	0	0	0	0.01	0.01	0.05	0.05	back	1	1	5	2
0	1	5	2	229	489	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.5	0.5	0	0	1	0	0	87	177	1	0	0.01	0.03	0.01	0.01	0	0	normal	5	1	5	2
0	3	1	2	56	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	491	0	0	0	0	1	0	0	255	255	1	0	1	0	0	0	0	0	normal	5	3	1	2
0	1	18	2	240	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	255	28	0.11	0.02	0	0	0	0	0.09	0.75	httptunnel	6	1	18	2
0	1	13	3	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0.5	1	1	190	60	0.25	0.03	0.01	0.03	0.03	0	0.91	0.78	mscan	6	1	13	3
0	3	1	2	28	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	44	0	0	0	0	1	0	0	64	44	0.69	0.05	0.69	0	0	0	0	0	teardrop	1	3	1	2
0	1	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	1	0.15	0	0.85	1	0	1	0	255	1	0	0.94	0	0	0.15	0	0.85	1	satan	4	1	18	1
4	1	9	2	32	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0.5	1	0	255	136	0.53	0.02	0	0	0	0	0.17	0.02	guess_passwd	3	1	9	2
7518	1	4	2	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	188	0.74	0.02	0	0	0.38	0.38	0.01	0.01	processtable	6	1	4	2
0	1	4	7	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	255	114	0.45	0.03	0	0	0.15	0.33	0.11	0.11	processtable	6	1	4	7
5	1	9	2	30	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	255	1	0	0	0	0	0	0	0	guess_passwd	3	1	9	2
0	1	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	11	0	0	1	1	0.08	0.06	0	255	11	0.04	0.05	0	0	0	0	1	1	neptune	1	1	21	1
0	1	5	2	335	282	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	1	0	0	255	225	0.88	0.02	0	0	0	0	0.07	0	normal	5	1	5	2
4	1	9	2	30	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	232	0.91	0.04	0	0	0	0	0	0	guess_passwd	3	1	9	2
0	1	5	2	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	1	0	0.33	255	254	1	0.01	0	0	0	0	0.04	0.04	back	1	1	5	2
0	1	46	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	1	0	0	1	1	0	0.07	0	255	1	0	0.06	0	0	0	0	1	1	neptune	1	1	46	3
0	3	1	2	28	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	71	0	0	0	0	1	0	0	96	71	0.74	0.04	0.74	0	0	0	0	0	normal	5	3	1	2
0	1	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	1	0.05	0	0.95	1	0	1	0	255	1	0	1	0	0	0.07	0	0.93	1	satan	4	1	18	1
0	1	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	8	0	0	1	1	0.03	0.07	0	255	8	0.03	0.07	0	0	0	0	1	1	neptune	1	1	27	1
283	1	7	2	164	601	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	255	60	0.24	0.03	0	0	0.11	0	0.02	0	warezmaster	3	1	7	2
0	1	2	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	5	25	1	0	1	0.16	0	0	0	0	warezmaster	3	1	2	2
0	1	4	7	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	255	132	0.52	0.44	0	0	0.41	0.79	0.43	0.02	processtable	6	1	4	7
3	1	13	3	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	1	1	0.5	1	1	255	15	0.06	0.03	0	0	0	0	0.2	0.87	mscan	6	1	13	3
0	1	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	17	0	0	1	1	0.06	0.06	0	255	17	0.07	0.07	0	0	0	0	1	1	neptune	1	1	45	1
0	3	1	2	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	1	0	0	255	255	1	0	0	0	0	0	0	0	snmpguess	6	3	1	2
0	1	5	2	301	2507	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	229	0.9	0.01	0	0	0	0	0.03	0	normal	5	1	5	2
909	1	5	5	55044	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	55	55	0.02	0.02	0.96	0.96	1	0	0	255	255	1	0	0	0	0	0	0.21	0.21	apache2	6	1	5	5
0	1	46	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	5	0	0	1	1	0.02	0.07	0	255	5	0.02	0.07	0	0	0	0	1	1	neptune	1	1	46	3
0	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	1	1	0.5	1	1	226	14	0.05	0.03	0	0.14	0	0	0.18	1	mscan	6	1	13	1
4	1	9	2	30	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	213	0.84	0.02	0	0	0	0	0.04	0	guess_passwd	3	1	9	2
5	1	9	2	32	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	136	0.53	0.02	0	0	0	0	0.17	0.02	guess_passwd	3	1	9	2
4	1	9	2	32	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	164	0.64	0.02	0	0	0	0	0.13	0	guess_passwd	3	1	9	2
7691	1	4	2	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	161	0.63	0.02	0	0	0.54	0.52	0.01	0.01	processtable	6	1	4	2
2069	1	5	5	72564	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	12	0	0	1	1	1	0	0	255	237	0.93	0.01	0	0	0	0	0.18	0.2	apache2	6	1	5	5
0	1	38	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	2	1	1	0	0	0.05	0.2	0	255	2	0.01	0.17	0	0	1	1	0	0	neptune	1	1	38	4
4	1	9	2	32	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	237	0.93	0.01	0	0	0	0	0.04	0	guess_passwd	3	1	9	2
0	1	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	4	1	1	0	0	0.03	0.07	0	255	4	0.02	0.06	0	0	1	1	0	0	neptune	1	1	10	4
0	1	5	2	345	6256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.33	0.33	0	0	1	0	0	255	255	1	0	0	0	0	0	0	0	normal	5	1	5	2
0	1	7	2	26	157	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	179	85	0.47	0.03	0.01	0	0	0	0	0	guess_passwd	3	1	7	2
0	1	5	5	45260	2920	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	1	1	0	0	255	254	1	0.01	0	0	0	0	0.05	0.05	back	1	1	5	5
0	1	4	2	120	174	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	255	229	0.9	0.02	0	0	0	0	0.02	0.03	guess_passwd	3	1	4	2
0	2	12	2	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	287	0	0	0	0	1	0	0	255	255	1	0	1	0	0	0	0	0	smurf	1	2	12	2
0	1	4	2	122	174	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	152	0.6	0.02	0	0	0	0	0.02	0.03	guess_passwd	3	1	4	2
0	3	14	2	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	115	0	0	0	0	1	0	0	255	255	1	0	0	0	0	0	0	0	normal	5	3	14	2
0	1	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0.5	1	0.5	1	0	255	8	0.03	0.02	0	0	0	0	0.03	1	httptunnel	6	1	18	1
0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	1	0.08	0	0.91	1	0	1	0	255	1	0	1	0	0	0.05	0	0.93	1	saint	6	1	1	1
0	1	2	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	11	1	0	1	0.18	0	0	0	0	warezmaster	3	1	2	2
7414	1	4	2	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	255	211	0.83	0.02	0	0	0.28	0.33	0.01	0.01	processtable	6	1	4	2
