@relation 'KDDTest21Probe-weka.filters.unsupervised.attribute.Remove-R4-8,10-19,23'
@attribute 'duration'  real
@attribute 'src_bytes'  real
@attribute 'dst_bytes'  real
@attribute 'logged_in' {0,1}
@attribute 'count'  real
@attribute 'srv_count'  real
@attribute 'serror_rate'  real
@attribute 'rerror_rate'  real
@attribute 'srv_rerror_rate'  real
@attribute 'same_srv_rate'  real
@attribute 'diff_srv_rate'  real
@attribute 'srv_diff_host_rate'  real
@attribute 'dst_host_count'  real
@attribute 'dst_host_srv_count'  real
@attribute 'dst_host_same_srv_rate'  real
@attribute 'dst_host_diff_srv_rate'  real
@attribute 'dst_host_same_src_port_rate'  real
@attribute 'dst_host_srv_diff_host_rate'  real
@attribute 'dst_host_serror_rate'  real
@attribute 'dst_host_srv_serror_rate'  real
@attribute 'dst_host_rerror_rate'  real
@attribute 'dst_host_srv_rerror_rate'  real
@attribute 'protocol_type' {1,2,3}
@attribute 'service' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute 'flag' {1,2,3,4,5,6,7,8,9,10,11}
@attribute 'xAttack' {0,1}
@data
0,0,0,0,15,1,0,1,1,0.07,1,0,24,1,0.04,0.75,0.62,0,0,0,0.62,1,1,22,3,1
0,105,146,0,2,2,0,0,0,1,0,0,255,254,1,0.01,0.02,0,0,0,0,0,3,50,2,0
0,1,1,0,114,1,0,0,0,0.01,0.97,0,255,1,0,0.99,1,0,0,0,0,0,3,50,2,1
0,0,0,0,443,1,0.06,0.92,1,0,1,0,255,1,0,1,0,0,0,0,0.96,1,1,50,1,1
0,0,0,0,414,1,0.14,0.84,1,0,1,0,255,1,0,0.95,0,0,0.13,0,0.87,1,1,45,1,1
0,1,0,0,66,2,0,0,0,0.03,0.67,0,255,2,0.01,0.74,1,0,0,0,0,0,3,50,2,0
0,40008,0,0,3,3,0,0,0,1,0,0,134,145,0.18,0.04,0.18,0.43,0,0,0.02,0,2,15,2,0
1,2564,333,1,1,1,0,0,0,1,0,0,255,196,0.77,0.02,0,0,0,0,0,0,1,55,2,0
0,54,54,0,510,510,0,0,0,1,0,0,255,255,1,0,0.86,0,0,0,0,0,3,50,2,0
0,1,0,0,13,12,0,0,0,0.92,0.15,0,255,19,0.07,0.16,1,0,0,0,0,0,3,50,2,0
0,44,110,0,155,234,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,0,0,0,1,3,1,0,0,1,0,1,18,61,0.33,0.17,0.06,0.03,1,0.1,0,0.9,1,29,4,1
0,0,0,0,1,1,0,1,1,1,0,0,255,1,0,0.5,0.47,0,0,0,0.9,1,1,50,5,1
0,46,46,0,84,164,0,0,0,1,0,0.01,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,18,0,0,1,1,0,0,0,1,0,0,1,12,1,0,1,1,0,0,0,0,2,15,2,1
0,1,1,0,215,1,0,0,0,0,1,0,255,1,0,0.86,0.99,0,0,0,0,0,3,45,2,1
0,105,146,0,1,1,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,3,50,2,0
0,325,274,1,2,19,0,0,0,1,0,0.11,255,233,0.91,0.02,0,0,0,0,0.05,0,1,25,2,0
0,0,0,0,4,2,0,1,1,0.25,1,1,30,31,0.17,0.17,0.03,0.06,0,0,0.83,1,1,58,1,1
0,45,135,0,137,216,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,0,0,0,458,1,0.15,0.85,1,0,1,0,255,1,0,0.97,0,0,0.15,0,0.85,1,1,45,1,1
0,0,0,0,55,1,0,1,1,0.02,1,0,255,1,0,0.06,0,0,0.04,0,0.77,1,1,50,1,1
0,52,52,0,511,511,0,0,0,1,0,0,255,255,1,0,0.89,0,0,0,0,0,3,50,2,0
0,42,68,0,221,221,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,1,3,1,0,0.67,1,0,1,25,86,0.36,0.12,0.04,0.03,1,1,0,0,1,61,4,1
0,1,1,0,115,1,0,0,0,0.01,1,0,255,1,0,0.81,1,0,0,0,0,0,3,50,2,1
0,43,43,0,129,129,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,0,0,0,464,1,0.07,0.93,1,0,1,0,255,1,0,1,0,0,0.13,0,0.87,1,1,45,1,1
0,0,0,0,511,1,0.05,0.95,1,0,1,0,255,1,0,1,0.01,0,0.07,0,0.93,1,1,50,1,1
1,0,15,0,1,6,0,1,0.5,1,0,0.67,255,16,0.06,0.03,0,0,0,0,0.18,0.81,1,61,3,1
0,301,2507,1,5,5,0,0,0,1,0,0,255,230,0.9,0.02,0,0,0,0,0.06,0,1,25,2,0
0,1,1,0,115,1,0,0,0,0.01,0.83,0,255,1,0,0.53,1,0,0,0,0,0,3,50,2,1
32,1534,4152,1,1,1,0,0,0,1,0,0,72,17,0.24,0.04,0.01,0,0,0,0,0,1,20,2,0
0,105,146,0,2,2,0,0,0,1,0,0,225,224,1,0.01,0,0,0,0,0,0,3,50,2,0
0,1,4,0,45,4,0,0,0,0.09,0.27,0,255,4,0.02,0.71,0.38,0,0,0,0.62,0,3,50,2,0
0,0,0,0,444,1,0.04,0.93,1,0,1,0,255,1,0,1,0,0,0.05,0,0.89,1,1,50,1,1
0,0,0,0,1,4,0,1,1,1,0,1,255,20,0.08,0.03,0,0,0,0,0.41,1,1,58,1,1
0,0,0,0,1,1,1,0,0,1,0,0,123,85,0.33,0.02,0.01,0.02,1,1,0,0,1,48,4,1
0,20,0,0,1,69,0,0,0,1,0,1,2,168,1,0,1,0.26,0,0,0,0,2,15,2,1
0,54,52,0,216,216,0,0,0,1,0,0,255,255,1,0,0.84,0,0,0,0,0,3,50,2,0
0,46,155,0,121,200,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,47,44,0,107,107,0,0,0,1,0,0,255,255,1,0,0.6,0,0,0,0,0,3,50,2,0
0,0,3,0,1,6,0,1,0.5,1,0,0.67,255,80,0.31,0.12,0,0,0,0,0.32,0.49,1,61,3,1
0,105,145,0,2,2,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,3,50,2,0
0,0,0,0,511,1,0.12,0.88,1,0,1,0,255,1,0,1,0,0,0.13,0,0.87,1,1,45,1,1
0,1,1,0,129,1,0,0,0,0.01,0.64,0,255,1,0,0.76,1,0,0,0,0,0,3,50,2,1
0,45,45,0,223,223,0,0,0,1,0,0,255,248,0.97,0.01,0,0,0,0,0,0,3,12,2,0
0,1,1,0,315,1,0,0,0,0,1,0,255,1,0,1,1,0,0,0,0,0,3,45,2,1
0,0,0,0,1,1,1,0,0,1,0,0,201,1,0,1,1,0,1,1,0,0,1,50,6,1
0,0,0,0,481,1,0.09,0.91,1,0,1,0,255,1,0,1,0,0,0.07,0,0.93,1,1,45,1,1
0,46,46,0,124,204,0,0,0,1,0,0.01,255,255,1,0,0.01,0,0,0,0,0,3,12,2,0
297,252,272,1,7,7,0,0,0,1,0,0,255,67,0.26,0.02,0,0,0,0,0.02,0,1,25,2,0
0,1,1,0,51,1,0,0,0,0.02,0.86,0,255,1,0,0.53,0.99,0,0,0,0,0,3,50,2,1
0,0,0,0,3,19,0.33,0.67,0.53,0.67,0.67,0.74,63,94,0.33,0.08,0.02,0.02,0.02,0.07,0.89,0.61,1,61,9,1
1,24,574,0,4,6,0,0.75,0.5,0.5,0.75,0.5,54,87,0.35,0.09,0.02,0.02,0,0,0.87,0.69,1,61,2,1
0,0,0,0,1,2,1,0,0,1,0,1,5,84,0.2,0.6,0.2,0.04,1,1,0,0,1,48,4,1
0,0,0,0,1,1,1,0,0,1,0,0,31,1,0.03,1,1,0,1,1,0,0,1,50,6,1
0,105,146,0,3,2,0,0,0,0.67,0.67,0,255,253,0.99,0.01,0.01,0,0,0,0,0,3,50,2,0
0,52,50,0,511,511,0,0,0,1,0,0,255,255,1,0,0.8,0,0,0,0,0,3,50,2,0
0,0,0,0,2,1,0,1,1,0.5,1,0,255,1,0,0.66,0.51,0,0,0,0.51,1,1,50,1,1
0,0,0,0,1,1,0,1,1,1,0,0,255,1,0,0.95,0.94,0,0,0,0.94,1,1,45,5,0
0,0,0,0,2,11,0,1,1,0.5,1,1,58,60,0.28,0.09,0.02,0.03,0.03,0.02,0.88,0.97,1,29,1,1
0,54,51,0,503,503,0,0,0,1,0,0,255,255,1,0,0.82,0,0,0,0,0,3,50,2,0
0,1,0,0,75,3,0,0,0,0.04,0.83,0,255,3,0.01,0.7,0.97,0,0,0,0.03,0,3,50,2,0
9,24,109,0,3,16,0,0.67,0.25,0.33,1,0.75,6,83,0.33,0.67,0.17,0.04,0,0,0.5,0.7,1,61,2,1
0,2183,326,1,1,1,0,0,0,1,0,0,255,65,0.25,0.02,0,0,0,0,0.65,0,1,55,2,0
0,0,0,0,3,16,0,1,0.88,0.33,1,1,38,59,0.24,0.13,0.03,0.03,0.05,0.02,0.76,0.97,1,48,1,1
0,53,54,0,507,507,0,0,0,1,0,0,255,255,1,0,0.83,0,0,0,0,0,3,50,2,0
0,42,42,0,98,162,0,0,0,1,0,0.01,255,227,0.89,0.01,0.01,0,0,0,0,0,3,12,2,0
0,20,0,0,1,67,0,0,0,1,0,1,2,194,1,0,1,0.25,0,0,0,0,2,15,2,1
0,0,0,0,1,2,0,0,0,1,0,1,255,128,0.5,0.01,0,0,0,0,0.65,0.31,1,61,2,1
0,45,114,0,1,2,0,0,0,1,0,1,255,225,0.88,0.01,0,0,0,0,0.04,0,3,12,2,0
0,46,85,0,228,226,0,0,0,0.99,0.01,0,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,1,1,0,47,1,0,0,0,0.02,0.98,0,255,1,0,0.61,0.99,0,0,0,0.01,0,3,50,2,1
0,0,0,0,458,1,0.14,0.86,1,0,1,0,255,1,0,0.91,0,0,0.13,0,0.87,1,1,45,1,1
0,0,0,0,114,1,0.03,0.96,0,0.01,1,0,149,1,0.01,0.7,0.01,0,0.02,1,0.64,0,1,50,4,1
0,0,0,0,436,1,0.05,0.95,1,0,1,0,255,1,0,1,0,0,0.05,0,0.95,1,1,45,1,1
0,54,53,0,189,189,0,0,0,1,0,0,255,255,1,0,0.93,0,0,0,0,0,3,50,2,0
0,1,1,0,205,1,0,0,0,0,1,0,255,1,0,0.82,0.99,0,0,0,0,0,3,45,2,1
0,40008,0,0,3,3,0,0,0,1,0,0,117,145,0.06,0.04,0.06,0.48,0,0,0.03,0,2,15,2,0
0,45,133,0,91,171,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
0,44,112,0,2,9,0,0,0,1,0,0.33,255,231,0.91,0.01,0,0,0,0,0.06,0,3,12,2,0
